id,tas_project_id,title,year,author,bibtex_source,added_by_username,project_id,forum,link,month,publication_type,doi,status,checked_for_duplicates,reviewed_by_id,reviewed_comment,reviewed_date,submitted_date,ticket_id,normalized_forum_id
267,,Avoiding data loss and corruption for file transfers with Fast Integrity Verification,2021.0,Ahmed Alhussen and Engin Arslan,"{""journal"": ""Journal of Parallel and Distributed Computing"", ""title"": ""Avoiding data loss and corruption for file transfers with Fast Integrity Verification"", ""author"": ""Ahmed Alhussen and Engin Arslan"", ""pages"": ""33--44"", ""volume"": ""152"", ""publisher"": ""Elsevier {BV}"", ""month"": ""jun"", ""year"": ""2021"", ""url"": ""https://doi.org/10.1016%2Fj.jpdc.2021.02.002"", ""doi"": ""10.1016/j.jpdc.2021.02.002"", ""ENTRYTYPE"": ""article"", ""ID"": ""Alhussen_2021""}",admin,515.0,"Journal of Parallel and Distributed Computing, Vol. 152",https://doi.org/10.1016%2Fj.jpdc.2021.02.002,6.0,conference paper,10.1016/j.jpdc.2021.02.002,APPROVED,1,,,,,,656.0
268,,Runtime Concurrency Control and Operation Scheduling for High Performance Neural Network Training,2019.0,Jiawen Liu and Dong Li and Gokcen Kestor and Jeffrey Vetter,"{""booktitle"": ""2019 {IEEE} International Parallel and Distributed Processing Symposium ({IPDPS})"", ""title"": ""Runtime Concurrency Control and Operation Scheduling for High Performance Neural Network Training"", ""author"": ""Jiawen Liu and Dong Li and Gokcen Kestor and Jeffrey Vetter"", ""publisher"": ""{IEEE}"", ""month"": ""may"", ""year"": ""2019"", ""url"": ""https://doi.org/10.1109%2Fipdps.2019.00029"", ""doi"": ""10.1109/ipdps.2019.00029"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Liu_2019""}",admin,133.0,"2019 IEEE International Parallel and Distributed Processing Symposium (IPDPS), IEEE",https://doi.org/10.1109%2Fipdps.2019.00029,5.0,conference paper,10.1109/ipdps.2019.00029,APPROVED,1,,,,,,547.0
269,,Runtime Data Management on Non-Volatile Memory-based Heterogeneous Memory for Task-Parallel Programs,2018.0,Kai Wu and Jie Ren and Dong Li,"{""booktitle"": ""{SC}18: International Conference for High Performance Computing, Networking, Storage and Analysis"", ""title"": ""Runtime Data Management on Non-Volatile Memory-based Heterogeneous Memory for Task-Parallel Programs"", ""author"": ""Kai Wu and Jie Ren and Dong Li"", ""publisher"": ""{IEEE}"", ""month"": ""nov"", ""year"": ""2018"", ""url"": ""https://doi.org/10.1109%2Fsc.2018.00034"", ""doi"": ""10.1109/sc.2018.00034"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Wu_2018""}",admin,133.0,"SC18: International Conference for High Performance Computing, Networking, Storage and Analysis, IEEE",https://doi.org/10.1109%2Fsc.2018.00034,11.0,conference paper,10.1109/sc.2018.00034,APPROVED,1,,,,,,537.0
271,,Exploring Non-Volatility of Non-Volatile Memory for High Performance Computing Under Failures,2020.0,Jie Ren and Kai Wu and Dong Li,"{""booktitle"": ""2020 {IEEE} International Conference on Cluster Computing ({CLUSTER})"", ""title"": ""Exploring Non-Volatility of Non-Volatile Memory for High Performance Computing Under Failures"", ""author"": ""Jie Ren and Kai Wu and Dong Li"", ""publisher"": ""{IEEE}"", ""month"": ""sep"", ""year"": ""2020"", ""url"": ""https://doi.org/10.1109%2Fcluster49012.2020.00034"", ""doi"": ""10.1109/cluster49012.2020.00034"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Ren_2020""}",admin,133.0,"2020 IEEE International Conference on Cluster Computing (CLUSTER), IEEE",https://doi.org/10.1109%2Fcluster49012.2020.00034,9.0,conference paper,10.1109/cluster49012.2020.00034,APPROVED,1,,,,,,601.0
273,,Understanding Application Recomputability without Crash Consistency in Non-Volatile Memory,2018.0,Jie Ren and Kai Wu and Dong Li,"{""booktitle"": ""Proceedings of the Workshop on Memory Centric High Performance Computing"", ""title"": ""Understanding Application Recomputability without Crash Consistency in Non-Volatile Memory"", ""author"": ""Jie Ren and Kai Wu and Dong Li"", ""publisher"": ""{ACM}"", ""month"": ""nov"", ""year"": ""2018"", ""url"": ""https://doi.org/10.1145%2F3286475.3286476"", ""doi"": ""10.1145/3286475.3286476"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Ren_2018""}",admin,133.0,"MCHPC'18: Proceedings of the Workshop on Memory Centric High Performance Computing, ACM",https://doi.org/10.1145%2F3286475.3286476,11.0,conference paper,10.1145/3286475.3286476,APPROVED,1,,,,,,657.0
274,,Adaptive neural network-based approximation to accelerate eulerian fluid simulation,2019.0,Wenqian Dong and Jie Liu and Zhen Xie and Dong Li,"{""booktitle"": ""Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis"", ""title"": ""Adaptive neural network-based approximation to accelerate eulerian fluid simulation"", ""author"": ""Wenqian Dong and Jie Liu and Zhen Xie and Dong Li"", ""publisher"": ""{ACM}"", ""month"": ""nov"", ""year"": ""2019"", ""url"": ""https://doi.org/10.1145%2F3295500.3356147"", ""doi"": ""10.1145/3295500.3356147"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Dong_2019""}",admin,133.0,"SC '19: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis, ACM",https://doi.org/10.1145%2F3295500.3356147,11.0,conference paper,10.1145/3295500.3356147,APPROVED,1,,,,,,537.0
279,,Optimizing large-scale plasma simulations on persistent memory-based heterogeneous memory with effective data placement across memory hierarchy,2021.0,Jie Ren and Jiaolin Luo and Ivy Peng and Kai Wu and Dong Li,"{""booktitle"": ""Proceedings of the {ACM} International Conference on Supercomputing"", ""title"": ""Optimizing large-scale plasma simulations on persistent memory-based heterogeneous memory with effective data placement across memory hierarchy"", ""author"": ""Jie Ren and Jiaolin Luo and Ivy Peng and Kai Wu and Dong Li"", ""publisher"": ""{ACM}"", ""month"": ""jun"", ""year"": ""2021"", ""url"": ""https://doi.org/10.1145%2F3447818.3460356"", ""doi"": ""10.1145/3447818.3460356"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Ren_2021""}",admin,133.0,ICS '21: Proceedings of the 35th ACM International Conference on Supercomputing,https://doi.org/10.1145%2F3447818.3460356,6.0,conference paper,10.1145/3447818.3460356,APPROVED,1,,,,,,537.0
282,,Taming I/O Variation on QoS-Less HPC Storage: What Can Applications Do?,2020.0,Zhenbo Qiao and Qing Liu and Norbert Podhorszki and Scott Klasky and Jieyang Chen,"{""booktitle"": ""{SC}20: International Conference for High Performance Computing, Networking, Storage and Analysis"", ""title"": ""Taming I/O Variation on {QoS}-Less {HPC} Storage: What Can Applications Do?"", ""author"": ""Zhenbo Qiao and Qing Liu and Norbert Podhorszki and Scott Klasky and Jieyang Chen"", ""publisher"": ""{IEEE}"", ""month"": ""nov"", ""year"": ""2020"", ""url"": ""https://doi.org/10.1109%2Fsc41405.2020.00015"", ""doi"": ""10.1109/sc41405.2020.00015"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Qiao_2020""}",admin,114.0,"SC20: International Conference for High Performance Computing, Networking, Storage and Analysis, IEEE",https://doi.org/10.1109%2Fsc41405.2020.00015,11.0,conference paper,10.1109/sc41405.2020.00015,APPROVED,1,,chameleon scalable,,,,537.0
283,,A Learning Analytics Approach for Job Scheduling on Cloud Servers,2017.0,Mohammad Samadi Gharajeh,"{""booktitle"": ""Learning Analytics: Fundaments, Applications, and Trends"", ""title"": ""A Learning Analytics Approach for Job Scheduling on Cloud Servers"", ""author"": ""Mohammad Samadi Gharajeh"", ""pages"": ""269--302"", ""publisher"": ""Springer International Publishing"", ""year"": ""2017"", ""url"": ""https://doi.org/10.1007%2F978-3-319-52977-6_9"", ""doi"": ""10.1007/978-3-319-52977-6_9"", ""ENTRYTYPE"": ""incollection"", ""ID"": ""Gharajeh_2017""}",admin,282.0,"Learning Analytics: Fundaments, Applications, and Trends",https://doi.org/10.1007%2F978-3-319-52977-6_9,,book chapter,10.1007/978-3-319-52977-6_9,SUBMITTED,1,,,,,,
284,,Server-Driven Video Streaming for Deep Learning Inference,2020.0,Kuntai Du and Ahsan Pervaiz and Xin Yuan and Aakanksha Chowdhery and Qizheng Zhang and Henry Hoffmann and Junchen Jiang,"{""booktitle"": ""Proceedings of the Annual conference of the {ACM} Special Interest Group on Data Communication on the applications, technologies, architectures, and protocols for computer communication"", ""title"": ""Server-Driven Video Streaming for Deep Learning Inference"", ""author"": ""Kuntai Du and Ahsan Pervaiz and Xin Yuan and Aakanksha Chowdhery and Qizheng Zhang and Henry Hoffmann and Junchen Jiang"", ""publisher"": ""{ACM}"", ""month"": ""jul"", ""year"": ""2020"", ""url"": ""https://doi.org/10.1145%2F3387514.3405887"", ""doi"": ""10.1145/3387514.3405887"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Du_2020""}",admin,282.0,"SIGCOMM '20: Proceedings of the Annual conference of the ACM Special Interest Group on Data Communication on the applications, technologies, architectures, and protocols for computer communication",https://doi.org/10.1145%2F3387514.3405887,7.0,conference paper,10.1145/3387514.3405887,APPROVED,1,,,,,,658.0
285,,Spatula: Efficient cross-camera video analytics on large camera networks,2020.0,Samvit Jain and Xun Zhang and Yuhao Zhou and Ganesh Ananthanarayanan and Junchen Jiang and Yuanchao Shu and Paramvir Bahl and Joseph Gonzalez,"{""booktitle"": ""2020 {IEEE}/{ACM} Symposium on Edge Computing ({SEC})"", ""title"": ""Spatula: Efficient cross-camera video analytics on large camera networks"", ""author"": ""Samvit Jain and Xun Zhang and Yuhao Zhou and Ganesh Ananthanarayanan and Junchen Jiang and Yuanchao Shu and Paramvir Bahl and Joseph Gonzalez"", ""publisher"": ""{IEEE}"", ""month"": ""nov"", ""year"": ""2020"", ""url"": ""https://doi.org/10.1109%2Fsec50012.2020.00016"", ""doi"": ""10.1109/sec50012.2020.00016"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Jain_2020""}",admin,282.0,"2020 IEEE/ACM Symposium on Edge Computing (SEC), IEEE",https://doi.org/10.1109%2Fsec50012.2020.00016,11.0,conference paper,10.1109/sec50012.2020.00016,APPROVED,1,,,,,,549.0
290,,A Practical Data Repository for Causal Learning with Big Data,2020.0,Lu Cheng and Ruocheng Guo and Raha Moraffah and K. Seluk Candan and Adrienne Raglin and Huan Liu,"{""booktitle"": ""Benchmarking, Measuring, and Optimizing"", ""title"": ""A Practical Data Repository for Causal Learning with Big Data"", ""author"": ""Lu Cheng and Ruocheng Guo and Raha Moraffah and K. Sel{\\c{c}}uk Candan and Adrienne Raglin and Huan Liu"", ""pages"": ""234--248"", ""publisher"": ""Springer International Publishing"", ""year"": ""2020"", ""url"": ""https://doi.org/10.1007%2F978-3-030-49556-5_23"", ""doi"": ""10.1007/978-3-030-49556-5_23"", ""ENTRYTYPE"": ""incollection"", ""ID"": ""Cheng_2020""}",admin,493.0,"Benchmarking, Measuring, and Optimizing (Bench 2019)",https://doi.org/10.1007%2F978-3-030-49556-5_23,,conference paper,10.1007/978-3-030-49556-5_23,APPROVED,1,,,,,,659.0
291,,IGNITE: A Minimax Game Toward Learning Individual Treatment Effects from Networked Observational Data,2020.0,Ruocheng Guo and Jundong Li and Yichuan Li and K. Seluk Candan and Adrienne Raglin and Huan Liu,"{""booktitle"": ""Proceedings of the Twenty-Ninth International Joint Conference on Artificial Intelligence"", ""title"": ""{IGNITE}: A Minimax Game Toward Learning Individual Treatment Effects from Networked Observational Data"", ""author"": ""Ruocheng Guo and Jundong Li and Yichuan Li and K. Sel{\\c{c}}uk Candan and Adrienne Raglin and Huan Liu"", ""publisher"": ""International Joint Conferences on Artificial Intelligence Organization"", ""month"": ""jul"", ""year"": ""2020"", ""url"": ""https://doi.org/10.24963%2Fijcai.2020%2F625"", ""doi"": ""10.24963/ijcai.2020/625"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Guo_2020""}",admin,493.0,IJCAI'20: Proceedings of the Twenty-Ninth International Conference on International Joint Conferences on Artificial Intelligence,https://doi.org/10.24963%2Fijcai.2020%2F625,7.0,conference paper,10.24963/ijcai.2020/625,APPROVED,1,,,,,,660.0
292,,Tracking Disaster Footprints with Social Streaming Data,2020.0,Lu Cheng and Jundong Li and K. Selcuk Candan and Huan Liu,"{""journal"": ""AAAI Conference on Artificial Intelligence"", ""title"": ""Tracking Disaster Footprints with Social Streaming Data"", ""author"": ""Lu Cheng and Jundong Li and K. Selcuk Candan and Huan Liu"", ""pages"": ""370--377"", ""number"": ""01"", ""volume"": ""34"", ""publisher"": ""Association for the Advancement of Artificial Intelligence ({AAAI})"", ""month"": ""apr"", ""year"": ""2020"", ""url"": ""https://doi.org/10.1609%2Faaai.v34i01.5372"", ""doi"": ""10.1609/aaai.v34i01.5372"", ""ENTRYTYPE"": ""article"", ""ID"": ""Cheng_2020""}",admin,493.0,The Thirty-Fourth AAAI Conference on Artificial Intelligence (AAAI-20),https://doi.org/10.1609%2Faaai.v34i01.5372,4.0,conference paper,10.1609/aaai.v34i01.5372,APPROVED,1,,,,,,542.0
294,,Heterogeneity-Aware Data Placement in Hybrid Clouds,2019.0,Jack D. Marquez and Juan D. Gonzalez and Oscar H. Mondragon,"{""booktitle"": ""Cloud Computing {\\textendash} {CLOUD} 2019"", ""title"": ""Heterogeneity-Aware Data Placement in Hybrid Clouds"", ""author"": ""Jack D. Marquez and Juan D. Gonzalez and Oscar H. Mondragon"", ""pages"": ""177--191"", ""publisher"": ""Springer International Publishing"", ""year"": ""2019"", ""url"": ""https://doi.org/10.1007%2F978-3-030-23502-4_13"", ""doi"": ""10.1007/978-3-030-23502-4_13"", ""ENTRYTYPE"": ""incollection"", ""ID"": ""Marquez_2019""}",admin,297.0,Cloud Computing  CLOUD 2019,https://doi.org/10.1007%2F978-3-030-23502-4_13,,conference paper,10.1007/978-3-030-23502-4_13,APPROVED,1,,chameleon webpage,,,,540.0
295,,Corporate Editors in the Evolving Landscape of OpenStreetMap,2019.0,Jennings Anderson and Dipto Sarkar and Leysia Palen,"{""journal"": ""IJGI International Journal of Geo-Information"", ""title"": ""Corporate Editors in the Evolving Landscape of {OpenStreetMap}"", ""author"": ""Jennings Anderson and Dipto Sarkar and Leysia Palen"", ""pages"": ""232"", ""number"": ""5"", ""volume"": ""8"", ""publisher"": ""{MDPI} {AG}"", ""month"": ""may"", ""year"": ""2019"", ""url"": ""https://doi.org/10.3390%2Fijgi8050232"", ""doi"": ""10.3390/ijgi8050232"", ""ENTRYTYPE"": ""article"", ""ID"": ""Anderson_2019""}",admin,275.0,"IJGI International Journal of Geo-Information, MDPI AG",https://doi.org/10.3390%2Fijgi8050232,5.0,journal article,10.3390/ijgi8050232,APPROVED,1,,,,,,661.0
298,,Analyzing OpenStreetMap Contributions at Scale: Introducing OSM-Interactions Tilesets,2020.0,Jennings Anderson,"{""booktitle"": ""Business Information Systems Workshops"", ""title"": ""Analyzing {OpenStreetMap} Contributions at Scale: Introducing {OSM}-Interactions Tilesets"", ""author"": ""Jennings Anderson"", ""pages"": ""267--271"", ""publisher"": ""Springer International Publishing"", ""year"": ""2020"", ""url"": ""https://doi.org/10.1007%2F978-3-030-61146-0_21"", ""doi"": ""10.1007/978-3-030-61146-0_21"", ""ENTRYTYPE"": ""incollection"", ""ID"": ""Anderson_2020""}",admin,275.0,Business Information Systems Workshops (BIS 2020),https://doi.org/10.1007%2F978-3-030-61146-0_21,,conference paper,10.1007/978-3-030-61146-0_21,APPROVED,1,,chameleon scalable,,,,662.0
300,,Modeling MPTCP Performance,2019.0,Jinsung Lee and Youngbin Im and Joohyung Lee,"{""journal"": ""IEEE Commun. Lett. Communications Letters"", ""title"": ""Modeling {MPTCP} Performance"", ""author"": ""Jinsung Lee and Youngbin Im and Joohyung Lee"", ""pages"": ""616--619"", ""number"": ""4"", ""volume"": ""23"", ""publisher"": ""Institute of Electrical and Electronics Engineers ({IEEE})"", ""month"": ""apr"", ""year"": ""2019"", ""url"": ""https://doi.org/10.1109%2Flcomm.2019.2898664"", ""doi"": ""10.1109/lcomm.2019.2898664"", ""ENTRYTYPE"": ""article"", ""ID"": ""Lee_2019""}",admin,192.0,"IEEE Communications Letters ( Volume: 23, Issue: 4, April 2019)",https://doi.org/10.1109%2Flcomm.2019.2898664,4.0,journal article,10.1109/lcomm.2019.2898664,APPROVED,1,,,,,,663.0
301,,Advances in Reliable File-Stream Multicasting over Multi-Domain Software Defined Networks (SDN),2019.0,Yuanlong Tan and Shuoshuo Chen and Steve Emmerson and Yizhe Zhang and Malathi Veeraraghavan,"{""booktitle"": ""2019 28th International Conference on Computer Communication and Networks ({ICCCN})"", ""title"": ""Advances in Reliable File-Stream Multicasting over Multi-Domain Software Defined Networks ({SDN})"", ""author"": ""Yuanlong Tan and Shuoshuo Chen and Steve Emmerson and Yizhe Zhang and Malathi Veeraraghavan"", ""publisher"": ""{IEEE}"", ""month"": ""jul"", ""year"": ""2019"", ""url"": ""https://doi.org/10.1109%2Ficccn.2019.8847110"", ""doi"": ""10.1109/icccn.2019.8847110"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Tan_2019""}",admin,210.0,"2019 28th International Conference on Computer Communication and Networks (ICCCN), IEEE",https://doi.org/10.1109%2Ficccn.2019.8847110,7.0,conference paper,10.1109/icccn.2019.8847110,APPROVED,1,,chameleon scalable,,,,562.0
306,,DeepRoute on Chameleon: Experimenting with Large-scale Reinforcement Learning and SDN on Chameleon Testbed,2019.0,Bashir Mohammed and Mariam Kiran and Nandini Krishnaswamy,"{""booktitle"": ""2019 {IEEE} 27th International Conference on Network Protocols ({ICNP})"", ""title"": ""{DeepRoute} on Chameleon: Experimenting with Large-scale Reinforcement Learning and {SDN} on Chameleon Testbed"", ""author"": ""Bashir Mohammed and Mariam Kiran and Nandini Krishnaswamy"", ""publisher"": ""{IEEE}"", ""month"": ""oct"", ""year"": ""2019"", ""url"": ""https://doi.org/10.1109%2Ficnp.2019.8888090"", ""doi"": ""10.1109/icnp.2019.8888090"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Mohammed_2019""}",admin,40.0,"2019 IEEE 27th International Conference on Network Protocols (ICNP), IEEE",https://doi.org/10.1109%2Ficnp.2019.8888090,10.0,conference paper,10.1109/icnp.2019.8888090,APPROVED,1,,,,,,664.0
308,,"Introducing Context Awareness in Unmodified, Context-unaware Software",2017.0,Markus Raab and Gergö Barany,"{""booktitle"": ""Proceedings of the 12th International Conference on Evaluation of Novel Approaches to Software Engineering"", ""title"": ""Introducing Context Awareness in Unmodified, Context-unaware Software"", ""author"": ""Markus Raab and Gerg\u00f6 Barany"", ""publisher"": ""{SCITEPRESS} - Science and Technology Publications"", ""year"": ""2017"", ""url"": ""https://doi.org/10.5220%2F0006326602180225"", ""doi"": ""10.5220/0006326602180225"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""Raab_2017""}",admin,185.0,"Proceedings of the 12th International Conference on Evaluation of Novel Approaches to Software Engineering, SCITEPRESS - Science and Technology Publications",https://doi.org/10.5220%2F0006326602180225,,conference paper,10.5220/0006326602180225,SUBMITTED,1,,,,,,
